갈맷길 코스,,,,NNP,*,F,갈맷길코스,*,*,*,*
갈맷길 코스 구간,,,,NNP,*,T,갈맷길코스구간,*,*,*,*
민락교,,,,NNP,*,F,민락교,*,*,*,*
오륙도,,,,NNP,*,F,오륙도,*,*,*,*
해양스포츠교실,,,,NNP,*,T,해양스포츠교실,*,*,*,*
문탠로드,,,,NNP,*,F,문탠로드,*,*,*,*
송도 구름산책로,,,,NNP,*,F,송도구름산책로,*,*,*,*
스카이워크,,,,NNP,*,F,스카이워크,*,*,*,*
구덕야영장,,,,NNP,*,T,구덕야영장,*,*,*,*
회동수원지 둘레길,,,,NNP,*,T,회동수원지둘레길,*,*,*,*
해파랑길 2코스,,,,NNP,*,F,해파랑길2코스,*,*,*,*
해파랑길 1코스,,,,NNP,*,F,해파랑길1코스,*,*,*,*
해안누리길 몰운대길,,,,NNP,*,T,해안누리길몰운대길,*,*,*,*
부산항힐링야영장,,,,NNP,*,T,부산항힐링야영장,*,*,*,*
스카이라인 루지,,,,NNP,*,F,스카이라인루지,*,*,*,*
루지,,,,NNP,*,F,루지,*,*,*,*
대저캠핑장,,,,NNP,*,T,대저캠핑장,*,*,*,*
초원숲속캠핑장,,,,NNP,*,T,초원숲속캠핑장,*,*,*,*
장안캠프,,,,NNP,*,F,장안캠프,*,*,*,*
화명오토캠핑장,,,,NNP,*,T,화명오토캠핑장,*,*,*,*
동래 베네스트 골프클럽,,,,NNP,*,T,동래베네스트골프클럽,*,*,*,*
제이스글램핑,,,,NNP,*,T,제이스글램핑,*,*,*,*
임랑카라반파크,,,,NNP,*,F,임랑카라반파크,*,*,*,*
더무빙카라반,,,,NNP,*,T,더무빙카라반,*,*,*,*
지오클럽,,,,NNP,*,T,지오클럽,*,*,*,*
구포 무장애숲길,,,,NNP,*,T,구포무장애숲길,*,*,*,*
화명수상레포츠타운,,,,NNP,*,T,화명수상레포츠타운,*,*,*,*
삼락수상레포츠타운,,,,NNP,*,T,삼락수상레포츠타운,*,*,*,*
서프마린,,,,NNP,*,T,서프마린,*,*,*,*
송정서핑학교,,,,NNP,*,F,송정서핑학교,*,*,*,*
다이아몬드베이,,,,NNP,*,F,다이아몬드베이,*,*,*,*
