keyword,noun_count
40계단 문화관,"[('계단', 309), ('부산', 269), ('것', 185), ('수', 156), ('문화', 123), ('곳', 117), ('여행', 114), ('사진', 105), ('시간', 95), ('분', 89), ('길', 79), ('때', 76), ('일', 75), ('거', 73), ('사람', 73), ('층', 67), ('년', 66), ('번', 62), ('책', 61), ('나', 59), ('마을', 59), ('여기', 58), ('생각', 57), ('중', 56), ('카페', 54), ('전', 53), ('관', 51), ('우리', 50), ('듯', 49), ('전쟁', 48), ('말', 47), ('날', 47), ('여울', 46), ('거리', 46), ('장', 46), ('바다', 45), ('게', 45), ('집', 45), ('시장', 45), ('맛', 45), ('시', 41), ('모습', 41), ('커피', 41), ('내', 39), ('버스', 38), ('만', 38), ('추천', 38), ('밥', 38), ('정도', 37), ('월', 37), ('골목', 37), ('앞', 36), ('도착', 36), ('구경', 36), ('전시', 36), ('줄', 36), ('중구', 36), ('날씨', 35), ('장소', 34), ('보수동', 34), ('위치', 33), ('해운대', 33), ('자리', 32), ('개', 32), ('방문', 32), ('저', 32), ('등', 32), ('위', 31), ('책방골목', 30), ('주문', 29), ('건', 29), ('이', 29), ('시작', 29), ('느낌', 29), ('다음', 29), ('이번', 28), ('풍경', 28), ('아이', 28), ('한국', 27), ('맛집', 27), ('차', 26), ('역사', 26), ('근처', 26), ('건물', 26), ('후', 26), ('기념관', 25), ('호텔', 24), ('옆', 24), ('모노레일', 24), ('원', 24), ('점', 24), ('데', 24), ('이용', 23), ('끝', 23), ('기억', 23), ('숙소', 23), ('피난민', 22), ('마음', 22), ('하나', 22), ('가능', 21), ('작품', 21), ('영화', 21), ('부산역', 21), ('이후', 20), ('당시', 20), ('쪽', 20), ('뷰', 20), ('시절', 20), ('걸', 20), ('책방', 20), ('기구', 20), ('편', 19), ('짐', 19), ('피란민', 19), ('도시', 19), ('중앙동', 19), ('삶', 19), ('제', 19), ('엄마', 19), ('아침', 18), ('다리', 18), ('센터', 18), ('입구', 18), ('역', 18), ('가족', 18), ('바람', 18), ('하늘', 18), ('순간', 18), ('놀이', 18), ('일정', 17), ('아래', 17), ('영도', 17), ('안', 17), ('배', 17), ('이야기', 17), ('이곳', 17), ('사용', 17), ('술', 17), ('공간', 17), ('작가', 17), ('대기', 17), ('어디', 16), ('지금', 16), ('운영', 16), ('관람', 16), ('동광동', 16), ('속', 16), ('점심', 16), ('행복', 16), ('국제', 16), ('남편', 16), ('친구', 16), ('여름', 16), ('롯데월드', 16), ('저희', 16), ('박', 15), ('눈', 15), ('중앙', 15), ('손', 15), ('영상', 15), ('서울', 15), ('문', 15), ('환', 15), ('뒤', 14), ('주변', 14), ('때문', 14), ('인', 14), ('해안', 14), ('설명', 14), ('명', 14), ('예전', 14), ('초량', 14), ('간', 14), ('이동', 14), ('깡통', 14), ('물', 14), ('서점', 14), ('오늘', 14), ('공원', 14), ('입장', 14), ('국밥', 14), ('계획', 13), ('분위기', 13), ('혼자', 13), ('처음', 13), ('주민', 13), ('마지막', 13), ('비', 13), ('글', 13), ('관광', 13), ('이름', 13), ('예약', 13), ('샐러드', 13), ('포토', 13), ('인생', 13), ('메뉴', 13), ('둘', 13), ('광안리', 13), ('예술', 12), ('하루', 12)]"
60년전통 할매국밥,"[('국밥', 442), ('부산', 292), ('돼지국밥', 238), ('수육', 199), ('할매', 194), ('국물', 172), ('년', 169), ('전통', 158), ('고기', 140), ('거', 138), ('분', 129), ('맛', 128), ('집', 115), ('원', 111), ('맛집', 107), ('여행', 97), ('수', 91), ('것', 86), ('주문', 85), ('여기', 83), ('곳', 83), ('주차장', 77), ('번', 76), ('주차', 74), ('게', 73), ('밥', 72), ('정도', 70), ('시', 68), ('김치', 68), ('사람', 64), ('저', 63), ('웨이팅', 62), ('나', 62), ('범일동', 61), ('부추', 60), ('시간', 57), ('일', 56), ('생각', 55), ('가격', 55), ('새우젓', 54), ('때', 51), ('줄', 48), ('내', 43), ('도착', 41), ('하나', 40), ('개', 39), ('백반', 39), ('돼지', 38), ('중', 38), ('전', 38), ('저희', 38), ('앞', 37), ('식당', 37), ('무료', 36), ('추천', 35), ('백', 35), ('느낌', 34), ('방문', 34), ('안', 33), ('제', 33), ('데', 33), ('가람', 33), ('테이블', 33), ('그릇', 33), ('간', 33), ('반', 33), ('사진', 32), ('추가', 32), ('우리', 32), ('메뉴', 32), ('육', 32), ('광안리', 30), ('기본', 30), ('가능', 29), ('양', 28), ('만', 28), ('가게', 28), ('따로국밥', 27), ('친구', 27), ('국수', 27), ('음식', 25), ('듯', 25), ('자리', 25), ('비계', 25), ('말', 24), ('내부', 24), ('월', 24), ('이용', 24), ('숙소', 22), ('차', 22), ('인', 22), ('반찬', 22), ('정구지', 22), ('천', 21), ('휴무', 21), ('수백', 21), ('때문', 21), ('편', 21), ('길', 20), ('다음', 20), ('양념', 20), ('고추', 20), ('점심', 19), ('등', 19), ('이번', 19), ('위치', 19), ('간장', 19), ('대기', 19), ('메뉴판', 19), ('후', 19), ('날', 18), ('배', 18), ('커피', 18), ('카페', 18), ('기대', 18), ('입장', 18), ('건', 18), ('식사', 18), ('다대기', 18), ('저녁', 17), ('마늘', 17), ('냄새', 17), ('이유', 17), ('국수사리', 16), ('점', 16), ('일요일', 16), ('포스팅', 16), ('부분', 16), ('시작', 15), ('소', 15), ('손님', 15), ('오랜만', 15), ('거기', 15), ('만큼', 15), ('뭔가', 15), ('걸', 15), ('날씨', 15), ('보림', 15), ('야성', 15), ('손', 14), ('어묵', 14), ('필수', 14), ('소개', 14), ('양파', 14), ('입', 14), ('비주얼', 14), ('미', 14), ('동구', 14), ('후기', 14), ('스타일', 14), ('택시', 13), ('부산역', 13), ('서울', 13), ('상태', 13), ('근처', 13), ('내장', 13), ('수요', 13), ('식회', 13), ('평일', 13), ('소스', 13), ('국', 13), ('역', 12), ('토', 12), ('끝', 12), ('소주', 12), ('이상', 12), ('건물', 12), ('쌈장', 12), ('살코기', 12), ('술', 12), ('현지', 12), ('소금', 12), ('개인', 12), ('밖', 12), ('위', 12), ('둘', 11), ('바다', 11), ('물', 11), ('옆', 11), ('안녕', 11), ('거리', 11), ('명', 11), ('영업시간', 11), ('박', 10), ('마지막', 10), ('시장', 10), ('코스', 10), ('포장', 10), ('최고', 10), ('이', 10), ('아침', 10), ('속', 10), ('이거', 10), ('여긴', 10), ('만족', 10), ('이날', 10), ('쿠키', 10), ('처음', 10), ('입맛', 10), ('자체', 10)]"
75광장,"[('부산', 814), ('수', 418), ('곳', 363), ('길', 327), ('분', 305), ('것', 303), ('마을', 295), ('여울', 273), ('시간', 270), ('광장', 265), ('영도', 264), ('여행', 264), ('문화', 250), ('번', 250), ('바다', 244), ('공원', 236), ('사진', 212), ('때', 201), ('사람', 193), ('버스', 180), ('원', 180), ('년', 177), ('전망대', 175), ('거', 169), ('시', 158), ('나', 157), ('영화', 156), ('계단', 153), ('일', 152), ('카페', 148), ('영', 147), ('코스', 144), ('여기', 141), ('중', 141), ('등', 134), ('생각', 126), ('층', 125), ('봉래산', 123), ('태종대', 119), ('날', 118), ('해운대', 109), ('저', 106), ('게', 105), ('앞', 105), ('내', 105), ('후', 101), ('집', 100), ('뷰', 100), ('우리', 99), ('전', 99), ('만', 98), ('정도', 98), ('해안', 97), ('친구', 97), ('하늘', 95), ('산책로', 94), ('도착', 93), ('절영', 92), ('구경', 91), ('다리', 90), ('하나', 90), ('손', 86), ('거리', 86), ('다음', 84), ('맛', 84), ('말', 82), ('쪽', 77), ('산', 76), ('송도', 76), ('자리', 75), ('책', 75), ('중리', 74), ('이', 74), ('위', 74), ('터널', 74), ('정상', 74), ('해수욕장', 73), ('시작', 73), ('시장', 73), ('월', 73), ('해녀', 72), ('축제', 72), ('듯', 71), ('모습', 71), ('차', 71), ('이번', 70), ('풍경', 70), ('체험', 70), ('커피', 69), ('공간', 68), ('박물관', 68), ('목', 67), ('이곳', 65), ('이용', 64), ('데', 63), ('출발', 63), ('봉', 63), ('추천', 63), ('오늘', 62), ('때문', 61), ('개', 61), ('날씨', 60), ('옆', 60), ('등대', 60), ('천', 60), ('호텔', 59), ('하루', 59), ('대', 58), ('맛집', 58), ('부산역', 57), ('장소', 56), ('끝', 56), ('방향', 55), ('눈', 55), ('등산', 55), ('편', 55), ('제', 55), ('작품', 55), ('아침', 54), ('장원', 53), ('방문', 52), ('주차', 52), ('근처', 52), ('광안리', 52), ('예약', 52), ('뒤', 51), ('이야기', 51), ('가능', 51), ('마음', 51), ('안', 50), ('사', 50), ('포토', 50), ('위치', 50), ('해변', 50), ('아래', 49), ('자봉', 49), ('건', 49), ('저희', 49), ('숙소', 49), ('주문', 49), ('진행', 48), ('대교', 47), ('영도대교', 47), ('장', 46), ('남자', 45), ('시티투어', 45), ('처음', 44), ('점', 44), ('입구', 44), ('산책', 44), ('해양', 44), ('줄', 44), ('오', 43), ('어디', 42), ('엄마', 42), ('국제', 42), ('바람', 41), ('느낌', 41), ('태종', 41), ('서울', 41), ('이동', 40), ('관광', 40), ('남포동', 40), ('아이', 40), ('존', 40), ('가족', 39), ('포스팅', 39), ('나무', 39), ('역', 39), ('중간', 39), ('건물', 39), ('속', 39), ('유람선', 39), ('물', 38), ('하차', 38), ('이름', 38), ('역사', 38), ('배', 38), ('부산항', 38), ('글', 38), ('마지막', 37), ('정류장', 37), ('걸', 37), ('주차장', 37), ('점심', 37), ('여유', 37), ('예정', 37), ('운행', 37), ('국립', 37), ('소리', 36), ('명', 36), ('데크', 36), ('라인', 35), ('동안', 35), ('인', 35), ('저녁', 35), ('도', 34), ('주변', 34), ('기억', 34), ('골목', 34)]"
AREA6,"[('부산', 422), ('수', 187), ('여행', 157), ('어묵', 141), ('곳', 129), ('것', 124), ('시간', 120), ('버스', 107), ('층', 101), ('공간', 97), ('카페', 84), ('사진', 82), ('구경', 77), ('시', 76), ('일', 74), ('영도', 73), ('우리', 70), ('생각', 70), ('거', 69), ('때', 68), ('사람', 68), ('나', 67), ('맛', 66), ('분', 63), ('번', 62), ('도착', 60), ('커피', 59), ('여기', 58), ('게', 57), ('길', 56), ('방문', 54), ('중', 54), ('해운대', 52), ('문화', 51), ('시티투어', 51), ('다음', 50), ('숙소', 50), ('내', 49), ('듯', 48), ('마을', 46), ('날', 46), ('바다', 46), ('예약', 46), ('등', 45), ('여울', 45), ('친구', 45), ('원', 45), ('차', 42), ('뷰', 42), ('샵', 41), ('추천', 41), ('저녁', 40), ('가능', 40), ('느낌', 40), ('코스', 39), ('옆', 39), ('시작', 39), ('개', 37), ('아이', 37), ('집', 36), ('만', 36), ('정도', 35), ('안', 35), ('체험', 34), ('시장', 33), ('구매', 33), ('이용', 33), ('데', 32), ('날씨', 32), ('레고', 32), ('월', 31), ('투어', 31), ('엄마', 30), ('계단', 30), ('점', 30), ('앞', 30), ('선물', 30), ('저', 30), ('하나', 30), ('삼진', 30), ('요트', 30), ('전', 29), ('가게', 29), ('소품', 29), ('판매', 28), ('아레아', 28), ('부산역', 27), ('때문', 27), ('장', 27), ('건물', 27), ('브랜드', 26), ('가격', 26), ('년', 26), ('핫', 25), ('주문', 25), ('대교', 25), ('내부', 25), ('말', 25), ('스카이', 25), ('명란', 25), ('역', 24), ('근처', 24), ('맛집', 24), ('이동', 24), ('광안리', 24), ('이름', 24), ('호텔', 24), ('자리', 24), ('줄', 24), ('위치', 24), ('본점', 24), ('준비', 23), ('분위기', 23), ('타올', 23), ('이번', 22), ('영', 22), ('마음', 22), ('이곳', 22), ('걸', 22), ('삼', 22), ('지역', 22), ('박', 21), ('운행', 21), ('탑승', 21), ('마지막', 21), ('관광', 21), ('건', 20), ('눈', 20), ('파스타', 20), ('계획', 19), ('거리', 19), ('안내', 19), ('후', 19), ('밥', 19), ('인', 19), ('이', 19), ('종류', 19), ('비', 19), ('뭔가', 19), ('특공대', 19), ('출발', 18), ('식스', 18), ('설명', 18), ('송도', 18), ('운영', 18), ('수건', 18), ('입구', 18), ('티', 18), ('밤', 18), ('다양', 18), ('확인', 18), ('라발', 17), ('작품', 17), ('포장', 17), ('서울', 17), ('장소', 17), ('쪽', 17), ('떡볶이', 17), ('식사', 17), ('세트', 17), ('동안', 17), ('포스팅', 17), ('잔', 16), ('골목', 16), ('배', 16), ('끝', 16), ('스타', 16), ('광안', 16), ('공원', 16), ('주당', 16), ('향', 16), ('매장', 16), ('해수욕장', 16), ('할인', 16), ('라인', 16), ('편', 15), ('도시', 15), ('플', 15), ('회', 15), ('로컬', 15), ('메뉴', 15), ('여름', 15), ('술', 15), ('가죽', 15), ('일정', 15), ('음료', 15), ('참고', 15), ('야경', 15), ('짐', 15), ('캡슐', 15), ('브릭', 15), ('밀면', 14), ('명', 14), ('복합문', 14), ('포토', 14), ('존', 14), ('뒤', 14), ('아침', 14), ('발견', 14), ('송월', 14)]"
KT&G 상상마당 부산,"[('부산', 1447), ('나', 1271), ('수', 1240), ('거', 1218), ('것', 1203), ('시간', 898), ('사진', 851), ('일', 835), ('때', 834), ('내', 813), ('사람', 794), ('여행', 784), ('집', 772), ('분', 763), ('원', 747), ('우리', 734), ('날', 729), ('번', 722), ('시', 716), ('생각', 606), ('월', 600), ('곳', 592), ('맛', 539), ('게', 537), ('전', 531), ('롯데월드', 527), ('친구', 508), ('중', 505), ('여기', 477), ('말', 421), ('다음', 403), ('개', 401), ('만', 399), ('하나', 387), ('정도', 380), ('앞', 373), ('할인', 365), ('경기', 345), ('줄', 340), ('듯', 339), ('길', 331), ('가능', 329), ('카페', 328), ('카드', 310), ('년', 309), ('데', 306), ('주', 304), ('후', 302), ('저', 301), ('등', 301), ('숙소', 296), ('끝', 291), ('이번', 287), ('때문', 286), ('시작', 284), ('층', 281), ('자이언트', 281), ('도착', 277), ('차', 275), ('놀이', 275), ('밥', 273), ('저녁', 267), ('자리', 264), ('건', 257), ('아이', 257), ('이용', 255), ('예약', 249), ('걸', 244), ('호텔', 243), ('기구', 243), ('야구', 239), ('해운대', 239), ('구경', 238), ('선수', 236), ('바다', 234), ('처음', 229), ('마지막', 227), ('한국', 225), ('방문', 215), ('주문', 215), ('이', 214), ('버스', 213), ('저희', 211), ('인', 211), ('아침', 211), ('이거', 208), ('맛집', 204), ('엄마', 202), ('날씨', 201), ('구매', 200), ('위', 200), ('존', 198), ('추천', 195), ('롯데', 194), ('제', 194), ('옆', 191), ('언니', 189), ('뷰', 188), ('느낌', 187), ('오랜만', 186), ('점심', 185), ('커피', 182), ('마음', 180), ('하루', 174), ('퍼레이드', 173), ('음식', 172), ('오', 172), ('서울', 170), ('물', 170), ('오후', 169), ('오전', 166), ('안', 166), ('점', 165), ('둘', 165), ('면', 165), ('배', 163), ('입장', 163), ('돈', 163), ('쪽', 162), ('메뉴', 161), ('이상', 161), ('가격', 161), ('행복', 160), ('장', 159), ('회', 157), ('이날', 157), ('오늘', 156), ('오빠', 155), ('대기', 154), ('추가', 154), ('준비', 153), ('명', 153), ('편', 153), ('근처', 151), ('눈', 151), ('뒤', 150), ('기억', 145), ('사용', 144), ('고민', 144), ('기분', 144), ('출발', 142), ('바', 141), ('플', 140), ('동안', 139), ('티켓', 139), ('술', 139), ('광안리', 137), ('난', 137), ('애', 136), ('문화', 136), ('계획', 135), ('이게', 135), ('대', 135), ('비', 134), ('뭐', 134), ('사랑', 133), ('식당', 132), ('반', 130), ('밤', 129), ('주차', 129), ('위치', 128), ('머리', 127), ('손', 125), ('달', 125), ('샵', 124), ('밖', 124), ('최고', 122), ('열', 120), ('너', 119), ('주말', 118), ('만족', 118), ('경제', 118), ('팀', 117), ('선물', 116), ('후기', 115), ('속', 115), ('방', 114), ('룸', 114), ('이름', 113), ('참고', 112), ('공간', 112), ('기대', 112), ('확인', 111), ('아빠', 111), ('포토', 111), ('스윙', 111), ('여름', 110), ('가을', 110), ('어디', 109), ('파크', 108), ('얘기', 108), ('천', 108), ('예매', 107), ('박', 107), ('해수욕장', 107), ('맥주', 107), ('직원', 107), ('테이블', 107), ('입구', 105), ('빵', 105)]"
SEA LIFE 부산아쿠아리움,"[('아쿠아리움', 340), ('부산', 265), ('수', 246), ('사진', 232), ('것', 167), ('상어', 159), ('물고기', 156), ('시간', 134), ('곳', 126), ('거', 126), ('해운대', 119), ('아이', 109), ('공연', 105), ('존', 100), ('저', 95), ('원', 91), ('펭귄', 91), ('가오리', 85), ('수족관', 83), ('여기', 79), ('때', 79), ('라이프', 78), ('분', 77), ('포토', 77), ('일', 77), ('바다', 74), ('체험', 73), ('여행', 65), ('먹이', 65), ('시', 65), ('구경', 64), ('씨', 64), ('친구', 62), ('우리', 61), ('생물', 59), ('전', 59), ('관람', 58), ('주차장', 58), ('번', 57), ('사람', 56), ('나', 55), ('방문', 53), ('주차', 53), ('해파리', 52), ('인어공주', 51), ('중', 50), ('생각', 49), ('앞', 48), ('게', 48), ('속', 47), ('해양', 47), ('입장', 47), ('수조', 47), ('층', 47), ('지하', 47), ('저희', 44), ('내', 43), ('입구', 42), ('구매', 42), ('예약', 42), ('하나', 42), ('만', 41), ('예매', 41), ('듯', 41), ('모습', 41), ('마지막', 39), ('등', 39), ('기억', 38), ('공간', 37), ('걸', 36), ('물', 36), ('눈', 35), ('할인', 35), ('시작', 34), ('말', 34), ('기념품', 33), ('불가사리', 32), ('안', 32), ('개', 32), ('줄', 32), ('동물', 31), ('인', 30), ('다음', 30), ('제', 30), ('티켓', 30), ('년', 30), ('피라냐', 30), ('옆', 29), ('요금', 29), ('이번', 29), ('이용', 28), ('가능', 28), ('데', 28), ('건', 28), ('끝', 28), ('손', 28), ('주기', 27), ('안내', 27), ('이름', 27), ('이곳', 27), ('전시', 27), ('길', 26), ('엄마', 26), ('확인', 26), ('장', 26), ('패션', 26), ('수달', 26), ('위', 25), ('개월', 24), ('온라인', 24), ('정도', 23), ('때문', 23), ('뒤', 23), ('애', 23), ('처음', 22), ('아래', 22), ('입장권', 22), ('도착', 22), ('가족', 22), ('느낌', 21), ('집', 21), ('박', 21), ('홈페이지', 21), ('주말', 21), ('바닷속', 21), ('날', 21), ('꼬마', 21), ('무지개', 21), ('점', 20), ('탐험', 20), ('이동', 20), ('거북', 20), ('추억', 20), ('샷', 20), ('해변', 19), ('배', 19), ('설명', 19), ('무료', 19), ('후', 19), ('고기', 19), ('거북이', 18), ('마음', 18), ('아들', 18), ('자리', 18), ('아쿠아', 18), ('차', 18), ('해수욕장', 18), ('이상', 18), ('월', 18), ('뭐', 18), ('마리', 18), ('댕이', 18), ('추천', 17), ('바닥', 17), ('대형', 17), ('소리', 17), ('종류', 17), ('이', 17), ('뭔가', 17), ('아기', 17), ('오전', 17), ('윤', 17), ('참고', 16), ('가지', 16), ('저기', 16), ('기념', 16), ('개구리', 16), ('코스', 16), ('밥', 16), ('그림', 16), ('건물', 16), ('세계', 16), ('피라루크', 16), ('울', 16), ('짐', 15), ('다양', 15), ('가격', 15), ('세', 15), ('당일', 15), ('이건', 15), ('크기', 15), ('해저', 15), ('터널', 15), ('컨셉', 15), ('무늬', 15), ('현장', 14), ('명', 14), ('네이버', 14), ('살', 14), ('컷', 14), ('투명', 14), ('독', 14), ('알', 14), ('보트', 14), ('애기', 14), ('게임', 14), ('중간', 14), ('도장', 14), ('모양', 14), ('빛', 14)]"
UN평화축제,"[('부산', 312), ('공원', 211), ('버스', 153), ('시간', 84), ('시티투어', 83), ('수', 75), ('분', 75), ('평화', 73), ('축제', 72), ('문화', 65), ('탑승', 64), ('번', 55), ('해수욕장', 55), ('층', 54), ('마을', 54), ('원', 52), ('곳', 50), ('해운대', 50), ('부산역', 45), ('라인', 45), ('거리', 43), ('사진', 42), ('체험', 42), ('것', 41), ('여행', 40), ('일', 39), ('옹', 39), ('국화', 38), ('광장', 38), ('은우', 35), ('시', 33), ('전망대', 32), ('사람', 31), ('교육', 31), ('등', 30), ('월', 30), ('박물관', 30), ('때', 29), ('구경', 29), ('길', 29), ('대교', 29), ('태종대', 28), ('가능', 26), ('하나', 26), ('송도', 26), ('이용', 25), ('유람선', 25), ('거', 24), ('저', 24), ('탑승권', 24), ('앞', 23), ('미', 23), ('바다', 23), ('레드라인', 23), ('역사관', 23), ('안내', 22), ('추천', 22), ('영화', 22), ('중', 21), ('년', 21), ('중앙', 21), ('시티', 21), ('국립', 21), ('골목', 21), ('어린이', 21), ('방문', 20), ('점', 20), ('코스', 20), ('모래', 20), ('무지개', 20), ('꼬마', 20), ('집', 19), ('장소', 19), ('여기', 19), ('수령', 19), ('운행', 19), ('관', 19), ('전', 18), ('나', 18), ('광안', 18), ('친구', 17), ('행사', 17), ('날', 17), ('광안리', 17), ('아쿠아리움', 17), ('로리', 17), ('천', 16), ('전시회', 16), ('쪽', 16), ('조각', 16), ('용호', 16), ('티켓', 16), ('구매', 16), ('부산항', 16), ('옆', 15), ('제', 15), ('엄마', 15), ('차', 15), ('카페', 15), ('실물', 15), ('인', 14), ('진행', 14), ('장', 14), ('회', 14), ('역', 14), ('때문', 14), ('하차', 14), ('계단', 14), ('파크', 14), ('이번', 13), ('참여', 13), ('부스', 13), ('후', 13), ('포스팅', 13), ('마린', 13), ('환승', 13), ('블루', 13), ('감천', 13), ('영도', 13), ('영', 13), ('광복', 13), ('방파제', 13), ('부산광역시', 13), ('지하철', 12), ('입구', 12), ('내', 12), ('다음', 12), ('현장', 12), ('생명', 12), ('자연', 12), ('걸', 12), ('탑', 12), ('센터', 12), ('역사', 12), ('예매', 12), ('레드', 12), ('예정', 12), ('테마', 12), ('동구', 12), ('창', 12), ('구포', 12), ('체육공원', 12), ('정관', 12), ('황령산', 12), ('문현동', 12), ('날씨', 11), ('남구', 11), ('안', 11), ('아이', 11), ('우리', 11), ('무료', 11), ('공간', 11), ('금정산', 11), ('축전', 11), ('홈페이지', 11), ('기념', 11), ('세계', 11), ('해운', 11), ('말', 11), ('정류장', 11), ('대', 11), ('하늘', 11), ('교통', 11), ('을숙도', 11), ('만', 10), ('마음', 10), ('줄', 10), ('조형물', 10), ('출구', 10), ('산책', 10), ('도착', 10), ('아래', 10), ('출발', 10), ('하루', 10), ('미술관', 10), ('송정', 10), ('예약', 10), ('터미널', 10), ('대합실', 10), ('열차', 10), ('대구', 10), ('화마', 10), ('이벤트', 9), ('놀이', 9), ('아기', 9), ('확인', 9), ('카드', 9), ('주말', 9), ('오후', 9), ('소개', 9), ('개방', 9), ('수목원', 9), ('오륙', 9), ('위', 9), ('스카이', 9), ('참고', 9), ('사', 9), ('전망', 9), ('특공대', 9), ('할인', 9)]"
[부산 갈맷길 2코스] 2구간 민락교~오륙도,"[('길', 620), ('맷', 317), ('부산', 285), ('코스', 270), ('구간', 241), ('수', 210), ('것', 157), ('공원', 155), ('해운대', 146), ('곳', 146), ('시간', 145), ('갈', 139), ('오륙', 128), ('바다', 122), ('인증', 121), ('여기', 121), ('때', 107), ('해안', 102), ('산책로', 100), ('바위', 100), ('민락', 99), ('분', 98), ('이기대', 97), ('시작', 96), ('말', 91), ('교', 89), ('광안리', 84), ('전망대', 82), ('해수욕장', 81), ('광안', 80), ('오', 77), ('대교', 73), ('동생', 72), ('도착', 72), ('나', 70), ('사진', 67), ('번', 63), ('이곳', 63), ('중간', 61), ('선착장', 61), ('여행', 61), ('스탬프', 60), ('륙', 60), ('도', 59), ('중', 58), ('개', 58), ('앞', 55), ('거리', 54), ('풍경', 54), ('스카이', 54), ('농', 53), ('도보', 52), ('동백섬', 51), ('사람', 50), ('끝', 50), ('산책', 50), ('등', 50), ('워크', 49), ('출발', 49), ('일', 48), ('거', 48), ('생각', 47), ('다리', 46), ('위', 46), ('아래', 46), ('유람선', 45), ('종점', 45), ('때문', 44), ('날씨', 44), ('섬', 43), ('년', 43), ('버스', 41), ('로드', 41), ('계단', 41), ('우리', 41), ('월', 40), ('시', 40), ('옆', 39), ('날', 38), ('방향', 38), ('입구', 38), ('기대', 38), ('전', 38), ('정도', 37), ('수영', 37), ('쪽', 37), ('영화', 37), ('내', 36), ('아파트', 33), ('대', 33), ('수변', 33), ('하나', 33), ('만', 33), ('도장', 32), ('저', 32), ('탠', 32), ('듯', 31), ('누리', 31), ('마루', 31), ('데크', 30), ('게', 30), ('오르막', 30), ('바람', 30), ('해파', 30), ('위치', 29), ('지점', 29), ('달맞이', 29), ('소요', 29), ('데', 29), ('뷰', 29), ('해변', 28), ('주변', 28), ('집', 28), ('안내', 28), ('오늘', 28), ('장소', 28), ('시티', 27), ('마당', 27), ('모습', 27), ('마을', 27), ('문화', 27), ('시작점', 26), ('절벽', 26), ('해맞이', 26), ('산', 26), ('하늘', 26), ('바닷가', 26), ('문', 26), ('용호', 25), ('요트', 25), ('모래', 25), ('추천', 24), ('해', 24), ('나무', 24), ('이름', 24), ('마린', 23), ('자리', 23), ('여행자', 23), ('배', 23), ('산길', 23), ('이용', 23), ('이', 23), ('후', 23), ('최치원', 23), ('다음', 22), ('오륙도', 22), ('차', 22), ('뒤', 21), ('구름다리', 21), ('수첩', 21), ('촬영', 21), ('소개', 21), ('눈', 21), ('진행', 20), ('마음', 20), ('꽃', 20), ('느낌', 20), ('야경', 20), ('정상', 20), ('자전거', 20), ('도로', 20), ('완주', 19), ('킹', 19), ('파도', 19), ('조성', 19), ('고개', 19), ('호', 19), ('근처', 19), ('트레', 19), ('공간', 19), ('여울', 19), ('미포', 18), ('주차장', 18), ('처음', 18), ('축제', 18), ('건', 18), ('기억', 18), ('여름', 18), ('벚꽃', 17), ('강변', 17), ('표시', 17), ('줄', 17), ('구경', 17), ('선생', 17), ('예전', 17), ('지금', 17), ('이번', 17), ('시장', 17), ('시민', 17), ('공사', 16), ('물', 16), ('기분', 16), ('마지막', 16), ('설치', 16), ('울', 16), ('저기', 16), ('자연', 16), ('지민', 16), ('사이', 16), ('수영강', 16)]"
